,Unnamed: 0,title,company,salary,summary,location
491,41,Drive Unit Technician,Canoo Technologies Inc.,,"To disassemble, inspect, and repair drive unit test articles.The technician will be comfortable working hands on as well as computer-based tasks.",
492,42,Data Analyst,The Salvation Army Western USA,,"The Data Analyst may assist other report designers with complex ad hoc report requests.The Data Analyst, under the direction of the Territorial Donor Data…",
493,43,Senior Product Designer - Mobile Apps,GOAT,,Collaborate with Product and Brand designers and Engineers to ensure that the components and experiences we design are shippable.,
494,44,Embedded Software Engineer,Canoo Technologies Inc.,,"The Embedded Software Engineer is responsible for development of embedded software, including software architecture, detailed design of software modules,…",
495,45,"Senior Talent Management Specialist - Remote, US",Splunk,,Strategic organizational and analytical skills as well as effective interpersonal communication and high emotional intelligence is at the crux of success in…,
496,46,"Senior Product Manager, Nike Virtual Studios (NYC or LA)",Nike,,"Orchestrate cross-functional execution of our team of designers, engineers, and data scientists.In this role, you will report to the Director of Product and…",
497,47,"Manager, Communications Design",IPG Mediabrands,,"Lead the best practice production of audience and communications data and intelligence for the development of the communications plan, utilizing relevant tools…",
498,48,Product Manager,Dow Jones,,"Work with UX designer to create workflow, prototype and lead usability testing.REPORTS TO: Senior Product Manager.",
499,49,Sr. R&D Imagineer-TPM for Intelligent Interactive Character...,Walt Disney Imagineering,,"Minimum five years of experience in industries that leverage both software and hardware deliveries such as robotics/mechatronics, artificial intelligence, or…",
500,50,Senior Data Scientist,Intuit,,"Work side-by-side with product managers, software engineers, and designers in designing experiments and minimum viable products.In this role, you’ll.",
501,51,"Manager, Web Engineering LOS ANGELES, CATECHNOLOGY – SOFTWAR...",Tonal,,"High emotional intelligence (EQ) and ability to motivate and inspire developers.You will work with product managers, designers, and a cross-functional group of…",
502,52,"Engineering Manager, Vehicle Software Test",Canoo Technologies Inc.,,You will lead a team of test engineers responsible for the final sign off of all vehicle software before it is released to the engineering test fleet and…,
503,53,Functional Safety Engineer,Canoo Technologies Inc.,,The Functional Safety engineer owns and delivers the functional safety and risk management deliverables and work products for all Canoo vehicles.,
504,54,newContent Marketing Associate,Wavemaker Labs,,Work with designers to create and edit copy for various internal documentation on a need-be basis.This role will spearhead the implementation of content…,
505,55,Digital Products - Product Manager,PRICE WATERHOUSE COOPERS,,"Managing/coaching small multidisciplinary product teams and collaborating with designers, business users, and developers to innovate and drive product…",
506,56,EV Technician,Canoo Technologies Inc.,,The EV Technician will be comfortable working hands on as well as computer based tasks.Applicants should be comfortable with and willing to travel as well as…,
507,57,Event Manager,Canoo Technologies Inc.,,"Canoo produces extraordinary vehicles supported by extraordinary, unique, market-pacing events for IR, sales, and brand marketing purposes.",
508,58,Staff Data Scientist,Intuit,,"Work side-by-side with product managers, software engineers, and designers in designing experiments and minimum viable products.",
509,59,Outside Sales Representative,Unorthodox Ventures,,"Dazzle architects, designers and facilities managers with insightful product presentations and proposals using your impressive public speaking skills.",
510,60,Design Fabrication Project Manager,Canoo Technologies Inc.,,Canoo Design Department is looking for a passionate and highly-motivated Project Manager.The primary responsibility of this role is to Assist the Design – In…,
511,61,Product Manager II,BlackLine,,"They will keep abreast of market research, competitive intelligence, accounting/finance news, and software trends.Excellent analytical and quantitative skills.",
512,62,newSr. Engineering Rework Technician,Canoo Technologies Inc.,,The technicians work side by side with the engineering team to deliver electronics products and test equipment to the program.,
513,63,Prototype Technician Supervisor,Canoo Technologies Inc.,,The vehicle prototype technician supervisor leads the team performing critical duties of hands on work to make and keep our vehicles fit for purpose.,
514,64,Vehicle Program Manager - Skateboard,Canoo Technologies Inc.,,"The Vehicle Program Manager will be working closely with the Program Management Office and the Vehicle Program Director to help lead, define, track, and report…",
515,65,R&D Imagineer - Sr. Technical Program Manager,Walt Disney Imagineering,,"Minimum five years of experience in industries that leverage both software and hardware deliveries such as robotics/mechatronics, artificial intelligence, game…",
516,66,"Sales, Government Security Solutions","Applied Minds, LLC",,"Drive sales within the aerospace, defense, and intelligence customer base from lead generation to contract signature.",
517,67,"Manager, Investor Relations",Blizzard Entertainment,,"Prepare market and competitive intelligence presentations for senior leadership team.Build a deep understanding of Activision Blizzard’s strategy, market…",
518,68,Senior User Experience Researcher (Remote),GoGuardian,,"The *Senior UX Researcher* will partner with designers, engineers, and product owners to understand and represent the end-user in the development of GoGuardian…",
519,69,Thermal Controls Engineer,Canoo Technologies Inc.,,"Design, develop, implement, test, and calibrate thermal controls algorithms for an electric vehicle.Interface with cross-functional teams to implement thermal…",
520,70,Senior Product Designer (UX) - 100% West Coast Remote,Thermo Fisher Scientific,,Familiarity with business intelligence or analytics tools preferred.You will work on customer facing cloud and on-premise software products for our market…,
521,71,Lead Painter,Canoo Technologies Inc.,,The primary responsibility of this role is to help bring designs into reality through high quality surface finishing.Proficient in the preparation of molds.,
522,72,System Test Design and Integration Engineer,Raytheon Intelligence & Space,,"Responsible for Special Test Equipment (STE) design, development, and integration of the STE with the Prime Hardware for RIS.",
523,73,Senior Business Analyst (ERP),USC,,"Demonstrated experience in data visualization and analytics, with design experience using business intelligence.Strong analytical and problem-solving skills.",
